name,location,cuisines,rating,approx_cost
Happy Days,Bommanahalli,"Biryani, North Indian, South Indian",3.1,500.0
Easy Bites,HSR,"Fast Food, Sandwich",3.8,300.0
Lassi Shop,Bellandur,"Beverages, Ice Cream",3.9,200.0
Empire Restaurant,HSR,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",4.0,400.0
Eat Well,Indiranagar,"North Indian, Chinese",3.5,400.0
Juice Shop,HSR,"Juices, Beverages, Ice Cream",3.7,150.0
Behrouz Biryani,HSR,Biryani,4.0,650.0
Punjabites,HSR,"North Indian, Charcoal Chicken",3.8,400.0
Masala Secret Eat WOW,HSR,"Street Food, Fast Food, Chinese, Momos",3.6,300.0
Firangi Bake,Koramangala 1st Block,"Mexican, Italian",3.9,600.0
Faasos,Koramangala 1st Block,"North Indian, Biryani, Fast Food",4.0,500.0
Sweet Truth,Koramangala 1st Block,"Bakery, Desserts",4.0,500.0
The Good Bowl,Koramangala 1st Block,"Italian, North Indian, Biryani",3.6,500.0
Karama Restaurant,HSR,Arabian,3.4,400.0
Navya's,HSR,"North Indian, Andhra, Chinese",2.9,600.0
BOX8- Desi Meals,HSR,"North Indian, Mughlai, Fast Food",4.2,500.0
Dabba Gosht,HSR,"Arabian, Middle Eastern",3.4,400.0
Domino's Pizza,Sarjapur Road,"Pizza, Fast Food",2.7,400.0
Al-Bek,HSR,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",3.6,300.0
Cafe Coffee Day The Lounge,HSR,"Cafe, Fast Food",3.8,650.0
Biriyani's House,HSR,"Biryani, North Indian",0.0,200.0
Vijayawada Style,Bommanahalli,"North Indian, South Indian, Chinese",3.2,300.0
Mark,HSR,"Andhra, Fast Food",3.7,500.0
Boxout,HSR,"Andhra, Chinese",0.0,500.0
TY Biryani,HSR,"Fast Food, Biryani",0.0,500.0
Karavali Kitchen,Sarjapur Road,"Mangalorean, North Indian, Chinese",3.1,400.0
Kitchens@HSR,HSR,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",3.1,200.0
Kings Kitchen,HSR,"Biryani, North Indian",0.0,500.0
4K Biryani,HSR,"North Indian, Chinese",3.3,700.0
Aligarh House,HSR,"North Indian, Biryani, Awadhi, Mughlai",4.4,400.0
Donne Biryani House,HSR,"South Indian, Biryani",3.7,350.0
Mojo Pizza - 2X Toppings,HSR,Pizza,4.2,600.0
Silbatti,HSR,North Indian,4.0,750.0
Nellore Abhiruchi,HSR,"Biryani, South Indian",3.3,300.0
Kapoor's Cafe,HSR,North Indian,4.0,800.0
The Punjabi Rasoi,HSR,North Indian,4.0,800.0
Hunger Swipe Restaurant,HSR,"North Indian, Chinese",0.0,700.0
HSR High Street,HSR,"Hyderabadi, North Indian, South Indian, Biryani",3.8,800.0
Fish & Fries Restaurant,HSR,"Continental, Seafood, Bengali, Fast Food",4.0,750.0
Gavran Misal,HSR,Street Food,0.0,250.0
Shaadi Ki Biryani,HSR,"Biryani, Charcoal Chicken",2.9,600.0
Frozen Bottle,Sarjapur Road,"Beverages, Desserts",0.0,400.0
Ziyan's Cafe 27th,HSR,Kerala,4.0,300.0
California Burrito,HSR,"Mexican, Fast Food",4.1,400.0
Punjabi Nawabi,HSR,North Indian,4.0,500.0
Mustard Food Court,HSR,"North Indian, Chinese",3.9,500.0
90's,HSR,North Indian,0.0,200.0
Chef Delicacies,HSR,"Kebab, Rolls, Charcoal Chicken",0.0,400.0
Apsara Ice Cream,HSR,"Ice Cream, Desserts",4.5,200.0
MAD Belgian Waffles,Sarjapur Road,"Desserts, Beverages",3.5,300.0
de Ranthal,HSR,Kerala,3.8,300.0
Shankar Maanes Kitchen,HSR,"South Indian, Biryani, North Indian",3.8,500.0
Krutunga,HSR,"Andhra, Biryani",3.6,500.0
Keventers,HSR,"Desserts, Beverages, Ice Cream",3.6,400.0
Five Star Chicken,Sarjapur Road,"Roast Chicken, Burger",3.3,300.0
Kaka-T-Cafe,HSR,"Arabian, Fast Food",4.0,400.0
Udupi Bhavan,HSR,"Chinese, North Indian, South Indian",3.8,400.0
Cupcake Noggins,HSR,"Desserts, Bakery",4.1,300.0
Tarlette,HSR,"Bakery, Fast Food",0.0,560.0
Rasana,HSR,"Fast Food, North Indian",0.0,250.0
Mayur,Hosur Road,"Andhra, North Indian, Chinese, Seafood",3.7,700.0
Fruit Ball,HSR,"Juices, Sandwich",0.0,150.0
The Thickshake Factory,HSR,"Beverages, Juices",3.6,350.0
Udupi Palace,HSR,"South Indian, North Indian, Chinese, Street Food",3.7,400.0
IceBreakers,HSR,"Desserts, Ice Cream",3.6,400.0
Vasudev Adiga's,HSR,"South Indian, North Indian, Chinese, Street Food",3.7,250.0
Anjappar,HSR,"Chettinad, South Indian",2.9,650.0
Curries'N' Fries,HSR,Andhra,3.7,400.0
Donne Biriyani Mane,HSR,"Biryani, Kebab",3.2,400.0
Rolls On Wheels,HSR,"Fast Food, Rolls, Momos",3.6,300.0
Nandhini Deluxe,HSR,"Andhra, North Indian",3.6,800.0
Cha-Cha Cha-Chi,HSR,"Fast Food, Beverages",3.3,100.0
Popular Bakery,HSR,"Desserts, Bakery",3.7,600.0
@Italy,HSR,"Italian, Pizza",3.5,700.0
Idli & Dosa Cafe,HSR,South Indian,2.6,200.0
Shawarma Hunt,HSR,Arabian,3.4,300.0
Spice of India & Chai Tales,HSR,"Biryani, North Indian, South Indian, Beverages",0.0,400.0
Ur Cutlet Factory,HSR,Fast Food,3.1,200.0
Brown Box,HSR,"North Indian, Chinese",0.0,400.0
Brunch Pizza,HSR,Pizza,0.0,550.0
Paanwadi,HSR,"Desserts, Paan",3.3,100.0
Donne Biryani House,HSR,Biryani,3.2,250.0
Sree Abhiruchi,HSR,"Andhra, Biryani, North Indian",2.6,600.0
Hyderabad Biryaani House,HSR,"Biryani, Hyderabadi, Charcoal Chicken, North Indian",3.7,400.0
Night Hawks,HSR,"Chinese, North Indian, Fast Food, Biryani",0.0,400.0
Kolkata Roll & Fast Food,HSR,Fast Food,3.6,250.0
56 Bhoga Sweets,HSR,"Mithai, Street Food",3.6,150.0
Cake of the Day,HSR,Bakery,0.0,150.0
Murli,HSR,"North Indian, Chinese, Street Food, Fast Food, Mithai",3.7,500.0
Urvashi,HSR,"South Indian, Chinese, Seafood, Biryani",0.0,600.0
Kolkata Rolls & Fast Food,HSR,"Rolls, Fast Food",3.5,200.0
Hunger Meals,HSR,"South Indian, North Indian, Biryani",3.9,400.0
Rara Avis,HSR,"Kerala, Seafood, Biryani, Desserts",3.7,400.0
Cutlet Shop,HSR,"Fast Food, Desserts",3.2,200.0
Brajwasi Catering Service,HSR,"North Indian, Chinese",0.0,200.0
Spice of Andhra,HSR,Andhra,3.7,500.0
Hotel Arogya,HSR,"South Indian, North Indian, Chinese",0.0,400.0
The Baker's,HSR,"Bakery, Fast Food",2.4,500.0
Thalassery Mess,HSR,Kerala,3.3,300.0
Carnival Cakes & Breads,HSR,"Bakery, Fast Food",3.5,200.0
Ithaa's Biriyani,HSR,"Biryani, Chinese, North Indian",3.4,500.0
ChopServe,HSR,Chinese,3.5,300.0
Cheesecake Alley,HSR,"Bakery, Desserts",3.1,400.0
Sandwich Truffles,HSR,Fast Food,3.3,400.0
The Breakfast & Dinner Club,HSR,"Continental, North Indian, South Indian, Mangalorean",0.0,300.0
Niranthara,HSR,North Indian,0.0,400.0
Bombay Kulfis,HSR,Ice Cream,3.8,200.0
Laziz Pizza,HSR,"Fast Food, Burger, Pizza",0.0,400.0
Muziris,HSR,Kerala,3.6,250.0
7 Degrees North,HSR,North Indian,3.5,500.0
The Thali Company,HSR,"North Indian, Lucknowi",3.3,600.0
Saahib,HSR,"Fast Food, Rolls",3.9,300.0
Andhra Vantillu,HSR,"South Indian, North Indian",3.3,350.0
Ammi's Biryani,HSR,"Biryani, North Indian",2.8,500.0
RJ Tiffin Service,HSR,"North Indian, South Indian",0.0,150.0
Insta Cakes,HSR,"Bakery, Sandwich, Juices",0.0,400.0
Rolex Food Palace Restaurant,HSR,"Chinese, North Indian, Arabian, Kerala",3.4,850.0
Master Bake,HSR,Bakery,0.0,300.0
Ande Ka Funda,HSR,"North Indian, Chinese, Rolls",3.3,200.0
World Of Kebabs,HSR,"Mughlai, Awadhi, Kebab",3.4,600.0
Purani Dilli,HSR,"North Indian, Chinese",3.2,300.0
The Bigman's Cafe,HSR,"North Indian, Chinese",3.7,450.0
The Breakfeast,HSR,"Continental, North Indian, South Indian",3.4,200.0
Kaati Roll Delights,HSR,"Fast Food, Rolls",3.3,150.0
Shiny Veg Kitchen,HSR,"North Indian, South Indian, Chinese",0.0,300.0
SaJuSo,HSR,"Fast Food, Sandwich, Salad, Healthy Food",3.8,200.0
Sofiya Cakes,HSR,"Bakery, Desserts",0.0,300.0
Foodiction,HSR,"Continental, Fast Food, Chinese, Burger",0.0,500.0
Spicy Menu,HSR,"Chinese, Thai",0.0,250.0
Kombo King,HSR,"North Indian, South Indian, Biryani",0.0,300.0
Mehek E Punjab,HSR,"North Indian, Chinese",0.0,400.0
MK Dabbawala,HSR,North Indian,0.0,400.0
Pathak's Kitchen,HSR,"North Indian, Chinese",0.0,300.0
Anand Delhi Se,HSR,"North Indian, South Indian, Chinese",0.0,400.0
Yaadgar Biriyani,HSR,"North Indian, Biryani",0.0,600.0
Arzak,HSR,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",0.0,300.0
Kahaani Cafe And Restaurant,HSR,"North Indian, Chinese",0.0,300.0
Baba Da Dhaba,HSR,"North Indian, Biryani, Rolls, Beverages",0.0,400.0
Waffle Joint,HSR,Belgian,0.0,250.0
Warm Oven,HSR,"Bakery, Desserts",4.0,500.0
RICE BAR,HSR,"North Indian, Biryani",3.1,500.0
King's Cafe And Restro,HSR,"North Indian, Biryani",0.0,550.0
Amma's Cafe,HSR,Fast Food,3.2,300.0
The Little Chef,HSR,"North Indian, Chinese",3.5,600.0
Ambur Biryani,HSR,"South Indian, Fast Food",3.2,450.0
Foxtail Rodeo,South Bangalore,"Chinese, Street Food",3.5,300.0
Tastydabba.in,HSR,North Indian,0.0,300.0
Enroute,HSR,"Continental, Fast Food",3.1,300.0
Goodness! Beverages,HSR,Beverages,0.0,250.0
Shy Chef,HSR,"Fast Food, Beverages",0.0,350.0
Sandy Cool Joint,HSR,Juices,0.0,200.0
Kuch Acha Khate Hain- Love for Food,HSR,North Indian,0.0,300.0
Dhaba Central,HSR,North Indian,3.3,650.0
Biryani treat,HSR,Biryani,0.0,350.0
Kolapasi Take away,HSR,"South Indian, North Indian",0.0,300.0
Shree Upahara Veg,HSR,South Indian,0.0,200.0
Awadh Biryani,HSR,"Biryani, Kebab",0.0,350.0
Cafe Foodywood,HSR,"Chinese, Continental",0.0,450.0
Thakur's Kitchen,HSR,North Indian,0.0,500.0
GrannyzHut,HSR,"Chinese, North Indian, Bengali",0.0,350.0
Madeleine,HSR,Bakery,0.0,400.0
Chattar Mattar,HSR,"North Indian, Chinese",3.5,150.0
Sultan's Biryani,HSR,"Biryani, North Indian",3.2,700.0
UK Foods,HSR,South Indian,0.0,200.0
Navab's,HSR,Mughlai,0.0,600.0
The Sweet Paisley,HSR,"Desserts, Bakery",0.0,300.0
Fork n Dough,HSR,"Bakery, Fast Food",0.0,200.0
Royal Shark,HSR,"North Indian, Chinese",0.0,550.0
Thali15,HSR,North Indian,0.0,300.0
"When Hunger Strikes, Batman Delivers!",HSR,Fast Food,0.0,400.0
Ranjitha Food Court,HSR,South Indian,0.0,300.0
New GFC Dum Biryani,HSR,"Biryani, South Indian",0.0,250.0
Hotel Bismillah,HSR,"Biryani, Chinese, Kebab, North Indian",0.0,400.0
Vrikshah Kitchens,HSR,"South Indian, North Indian",0.0,200.0
Nandini Cafe,HSR,Fast Food,0.0,200.0
NR Bakery,HSR,"Bakery, Juices, Coffee, Tea",0.0,150.0
Best Biryani,HSR,"North Indian, Biryani, Desserts",0.0,300.0
U And N Health,HSR,"Healthy Food, Beverages",0.0,400.0
Pind XPRS,HSR,North Indian,0.0,300.0
Maggi N Maggi House,HSR,Fast Food,0.0,300.0
Vegetarea,HSR,South Indian,0.0,250.0
Amul Ice Cream,HSR,"Desserts, Ice Cream",0.0,100.0
Bengaluru Donne Biriyani,HSR,"South Indian, Biryani",0.0,300.0
Biryani Affair,HSR,Biryani,3.5,350.0
SR Biriyani Palace,HSR,Andhra,3.3,300.0
Juicemaker,HSR,"Beverages, Fast Food",3.7,400.0
Go Italia,HSR,"Italian, Pizza, Fast Food",0.0,500.0
Indiana Burgers,HSR,Burger,3.3,300.0
Kia's Kitchen,HSR,"North Indian, Chinese",3.5,600.0
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,HSR,"Fast Food, Juices, Chinese",3.2,200.0
CakeBox,HSR,"Bakery, Desserts",3.5,400.0
Juiced Burger,South Bangalore,Burger,3.5,750.0
Kachori Kafe,HSR,"Street Food, Mithai, Desserts, North Indian",3.1,300.0
Mughal Treat,HSR,"North Indian, Chinese, Mughlai",4.0,600.0
Thanco's Natural Ice Cream,HSR,"Ice Cream, Desserts",3.9,450.0
Biriyani Adda,Bellandur,"Biryani, Fast Food",0.0,350.0
Kababji Cafe,HSR,"Biryani, Rolls, Middle Eastern, Arabian, Charcoal Chicken",0.0,300.0
Pepperwood 2,Sarjapur Road,"Biryani, Rolls",3.1,300.0
Dakshin Flavors,HSR,"South Indian, North Indian",3.0,600.0
Hotel Narmada,Sarjapur Road,"Hyderabadi, Biryani, Andhra",0.0,500.0
Zeeshan,Sarjapur Road,"North Indian, Kebab, Biryani, Rolls",2.6,700.0
Rock View Family Restaurant,HSR,"North Indian, Chinese",3.3,700.0
OMY Grill,HSR,"Biryani, Rolls, Fast Food",3.8,300.0
Dinemaster Gogo's,Hosur Road,"Chinese, Rolls, Beverages",3.4,300.0
Burger Mania,HSR,"Burger, Sandwich, Fast Food",0.0,400.0
Agarwal Food Service,HSR,"North Indian, Chinese, Biryani",3.5,400.0
The Food Therapy,Koramangala 1st Block,"North Indian, South Indian, Continental, Chinese",0.0,1000.0
Kalpanar Rannaghar,Ejipura,"North Indian, Bengali, Chinese",3.4,250.0
Dine With Singhs,Koramangala 1st Block,"North Indian, Chinese",0.0,300.0
Hotel Atithi North Karnataka Mess,Koramangala 1st Block,South Indian,0.0,200.0
Delhi Home Food,Koramangala 1st Block,"North Indian, South Indian",3.3,200.0
Big Bowl Theory,Koramangala,Continental,3.1,400.0
Tongue Taste,Hosur Road,"North Indian, Chinese, Fast Food",0.0,350.0
It's My Meal,Bommanahalli,North Indian,0.0,200.0
Sugar Dust - Dessert Amore,Bommanahalli,"Desserts, Bakery",0.0,500.0
FoodandSnack.com,Bommanahalli,"South Indian, North Indian",3.3,500.0
Eat N Drink,Bommanahalli,Fast Food,3.8,250.0
Hotel Thazooq,Koramangala 1st Block,"North Indian, Chinese, Biryani",3.3,350.0
Naani'z Biryani,Koramangala 1st Block,Biryani,3.3,300.0
Sapna bakery,Bommanahalli,"Bakery, Kerala",0.0,250.0
Health Kitchen,Bommanahalli,"Healthy Food, Juices",0.0,300.0
Foodys Adda,Bommanahalli,Fast Food,3.2,300.0
Desi Chatkara,Unknown,,0.0,0.0
Fried Chicken Burger,Koramangala 1st Block,Fast Food,0.0,400.0
Chillax,Bommanahalli,"Fast Food, Beverages",3.3,300.0
New Ambur Dum Biryani,Koramangala 1st Block,"Biryani, Kebab",3.2,200.0
Braggkit,Koramangala 1st Block,Fast Food,0.0,300.0
Biryani House,Rammurthy Nagar,"Biryani, South Indian",3.2,150.0
Vegan Khana,Koramangala 1st Block,"Healthy Food, North Indian, Chinese",0.0,400.0
Spice Resto,Bommanahalli,"Kerala, North Indian, Chinese",3.3,400.0
Aaharam,Koramangala 1st Block,"Chinese, North Indian",4.0,350.0
Mughal's,Bommanahalli,"Mughlai, North Indian",0.0,500.0
Navi's Kitchen,Bommanahalli,"North Indian, Chinese",0.0,250.0
North Indian Rasoi,Koramangala 1st Block,"North Indian, Rajasthani",0.0,500.0
Hot & Cold Juice Cafe,Bommanahalli,"Fast Food, Beverages",0.0,250.0
Smack,Koramangala 1st Block,Fast Food,0.0,200.0
The Alphaa,Bommanahalli,"Andhra, North Indian, Chinese, Biryani, Seafood",3.8,550.0
99 Variety Dose-Biryanis-Starters,HSR,"South Indian, North Indian, Fast Food, Chinese",0.0,300.0
Italian Kitchen,HSR,"Italian, Beverages",0.0,400.0
Chaat Express,HSR,"Fast Food, North Indian",3.5,200.0
TRUE BLEU RESTO CAFE,HSR,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",4.2,400.0
Meeraa's Beegara Oota,HSR,"South Indian, Biryani, Chinese",3.8,550.0
Sweet Chariot,Koramangala 1st Block,"Bakery, Fast Food",3.6,500.0
Northam's Pizza.Pita,HSR,"Italian, Pizza",4.1,450.0
Helloo Delhi,HSR,North Indian,3.9,1000.0
Subway,Sarjapur Road,"Salad, Fast Food",3.9,600.0
Poorvika Restro Cafe,HSR,"Chinese, North Indian",3.7,700.0
Chef Baker's,Koramangala 1st Block,Bakery,3.6,450.0
Cake Cafe,HSR,"Bakery, Desserts",4.0,300.0
Bindu Garden Bar & Restaurant,HSR,"North Indian, Chinese",3.1,550.0
Just Bake,HSR,"Bakery, Desserts",3.6,400.0
Pizza Hut,HSR,"Pizza, Fast Food",3.1,750.0
Dakshin Sagar,HSR,"South Indian, North Indian, Chinese, Street Food",3.1,400.0
Shree Khana Khazana,HSR,"North Indian, Chinese, Rajasthani",3.9,450.0
Paratha Plaza,HSR,North Indian,3.1,200.0
SR Andhra Spicy House,Bommanahalli,Andhra,3.8,800.0
Chaat Trail By Moti Mahal,HSR,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",3.9,300.0
Omleterian,HSR,"American, Continental",0.0,200.0
Biriyani House,Bellandur,"Biryani, North Indian",3.6,400.0
FreshPhulka,HSR,North Indian,3.8,150.0
Punjabi Nukkad Pure Veg,HSR,"North Indian, Chinese, Juices",4.0,500.0
Le Charcoal Xpress,HSR,"Arabian, BBQ, Rolls, Lebanese",4.0,500.0
New Delicacy,HSR,"Chinese, Thai, Momos",3.7,500.0
Indian Paratha Factory,HSR,North Indian,2.7,250.0
Cane Crussh,Koramangala 6th Block,Juices,3.7,100.0
Punjabi Handi,HSR,"North Indian, Chinese",2.9,400.0
Feaster,HSR,"Continental, Asian, Chinese, Italian, North Indian",3.8,600.0
Cake Dilim,HSR,"Bakery, Desserts",3.7,400.0
What's Cooking,HSR,North Indian,3.1,300.0
Zaikedar Kitchen,HSR,North Indian,3.2,400.0
Meat and Eat,HSR,"Fast Food, Burger",3.5,500.0
BIB - Breakfast in the Box,HSR,"American, Sandwich",3.8,600.0
Ramji Chaiwale,Koramangala 1st Block,"Beverages, Fast Food",3.8,250.0
The French Loaf,HSR,"Bakery, Desserts, Sandwich",3.1,400.0
The Biryani Palace,HSR,"Biryani, Andhra",3.0,500.0
Shahi Rasoi,HSR,"North Indian, Mughlai",3.1,600.0
Lassi Cafe,HSR,"Beverages, Street Food, North Indian",3.8,300.0
Bombay Kulfi,Sarjapur Road,"Desserts, Ice Cream",3.5,150.0
Bengaluru House,HSR,South Indian,2.6,700.0
Cake Menu,Bommanahalli,Bakery,3.2,400.0
Cream Chemistry,HSR,"Ice Cream, Desserts",3.9,500.0
Wheat House,HSR,"Kerala, South Indian, Fast Food",3.3,400.0
Sree Bangalore Bhavan,HSR,South Indian,3.7,400.0
The Twenty Handmade Chocolates,HSR,Desserts,3.8,300.0
Fine Dine Restaurant,HSR,"North Indian, Kerala, Chinese",3.7,750.0
Manshi Paratha & Pav Bhaji,HSR,"North Indian, Fast Food",3.2,150.0
Fusion Tadka,Bellandur,"North Indian, Chinese, Rajasthani",3.7,450.0
Yahiya Restaurant,Marathahalli,"North Indian, Chinese",0.0,400.0
Lazeez Corner,HSR,"North Indian, Mughlai, Chinese",3.1,500.0
Soup Station,Koramangala 4th Block,"Healthy Food, Sandwich, Salad",3.9,200.0
Slurpy Shakes,HSR,Beverages,0.0,300.0
The Humble Pie,HSR,"Desserts, Bakery",3.9,200.0
The Food Factory,HSR,"North Indian, Chinese",2.7,450.0
Lazeez,Koramangala 1st Block,"North Indian, Mughlai, Biryani",2.4,600.0
Kabab Magic,Sarjapur Road,"North Indian, Kebab, Fast Food",2.9,500.0
Swathi Spice n Ice,HSR,"Andhra, North Indian, Chinese",3.5,700.0
Sichuan,HSR,"Chinese, Asian, Seafood",4.0,800.0
Dande's Hyderabad Biryani,Bommanahalli,"Biryani, North Indian, Chinese",3.0,550.0
Families Food Court,HSR,"North Indian, Chinese, Biryani, Rolls",3.9,400.0
Tasty Treat,HSR,"North Indian, Chinese, Biryani, Rolls",3.1,400.0
Oogway express,HSR,"Chinese, Thai, Momos",3.4,600.0
Samosa Express,HSR,Street Food,3.6,150.0
Grow Fit,HSR,"Healthy Food, North Indian, Thai",3.8,500.0
Stark Bistro,HSR,"Continental, North Indian, Chinese, Burger, Pizza, Salad",3.6,850.0
Food Singh,HSR,North Indian,0.0,500.0
Yang Ming,HSR,Chinese,0.0,400.0
Ministry of Burger,HSR,Continental,0.0,500.0
Wat-a-Biryani,HSR,Biryani,0.0,500.0
Chination,HSR,Chinese,0.0,600.0
KafeKombos,HSR,"North Indian, South Indian, Oriya",3.5,300.0
Masale Daan,Koramangala 1st Block,North Indian,3.3,350.0
Bottle Genie,HSR,Beverages,0.0,350.0
New Kabab Zone,Bommanahalli,"North Indian, Fast Food",3.4,500.0
Shree Mahalakshmi Sweets,HSR,"Mithai, Street Food",3.3,100.0
Pavan Tiffin Center,HSR,South Indian,3.3,300.0
Zodiac Grills,HSR,"North Indian, Chinese",3.2,500.0
Aao G Khao G,HSR,"North Indian, Chinese",3.5,200.0
Public Cafe,HSR,Continental,0.0,700.0
Lost in Pizza,HSR,"Pizza, Fast Food",3.1,600.0
Cheesy Juicy Burgers,HSR,"Burger, Fast Food",3.8,500.0
Dilli6 Paratha,HSR,"North Indian, Chinese",3.0,200.0
Charcoal Eats,HSR,"Mughlai, Biryani, Fast Food",4.0,500.0
The Shawarma Shop,Koramangala 4th Block,Arabian,0.0,250.0
Biryani Rooh-e-Khaas,HSR,"Biryani, Mughlai",0.0,500.0
YUNCHI,HSR,North Indian,0.0,300.0
Wimpie Cafe & Restaurant,Bellandur,"North Indian, Mughlai, Biryani",0.0,600.0
Shake The Shake,HSR,Juices,0.0,200.0
Kadavu Shappu Currys,HSR,Kerala,3.3,400.0
Tarbouche,HSR,"Turkish, Rolls",0.0,300.0
WOW! Momo,HSR,"Tibetan, Momos",0.0,400.0
A2B - Adyar Ananda Bhavan,HSR,"South Indian, North Indian, Chinese, Street Food, Fast Food",2.8,400.0
The Spice Factory,HSR,"North Indian, Mughlai, Chinese",3.1,550.0
Chaat Street,HSR,"Street Food, North Indian",3.8,250.0
Krispy Kreme,HSR,"Desserts, Beverages",3.9,300.0
Wow Kitchen Punjabi Taste,Sarjapur Road,North Indian,0.0,200.0
Leon Grill,HSR,"Turkish, Arabian, Fast Food, Desserts, Healthy Food, Salad",4.3,450.0
Balle-Licious Kitchen,HSR,North Indian,3.9,400.0
My Tea House,Banashankari,"Continental, Asian",0.0,800.0
SGS Non Veg - Gundu Pulav,HSR,South Indian,3.7,300.0
Sumai Foods,Bommanahalli,"North Indian, Chinese, Fast Food",3.2,350.0
9 Bowls,Koramangala 1st Block,"Healthy Food, Continental, North Indian, Chinese",0.0,500.0
Moonlights Kitchens,Koramangala 1st Block,"North Indian, Chinese",0.0,400.0
Night Panda,Koramangala 1st Block,"Fast Food, Chinese, North Indian, American",3.8,500.0
Hungry Monster,HSR,"Biryani, Chinese, North Indian",0.0,300.0
Cakewala,HSR,"Bakery, Desserts",4.3,500.0
Amma's Pastries,HSR,Bakery,4.1,400.0
Polar Bear,HSR,"Ice Cream, Desserts, Beverages, Sandwich",4.0,400.0
Shubh Sweets,HSR,"Street Food, Mithai, Momos",3.9,400.0
Amrutha Sweets,HSR,"Street Food, Mithai",4.1,200.0
L J Iyengar Bakery,HSR,Bakery,3.9,100.0
KC Das - Sweet Corner,HSR,"Mithai, Street Food",2.9,200.0
Havmor - Hav Funn,HSR,Ice Cream,3.3,300.0
Sweet Chariot,HSR,"Bakery, Fast Food",3.5,500.0
Maruti Sweets,HSR,"Mithai, Street Food",0.0,150.0
Patville,HSR,Desserts,4.0,300.0
Waffle Secrets,HSR,Desserts,0.0,200.0
Sweet Truth,HSR,"Bakery, Desserts",4.0,500.0
Shree Mithai,HSR,"Desserts, Street Food, Mithai",3.7,150.0
Poojary Bakery And Sweets,HSR,"Bakery, Juices",0.0,200.0
Sree Balaji Sweets Shop,HSR,"Mithai, Street Food",0.0,250.0
Havmor,HSR,Ice Cream,0.0,200.0
Iyengar Cake Mane,HSR,"Bakery, Desserts",0.0,200.0
Mist n Creams,HSR,Ice Cream,3.9,400.0
Ice Cream Buggy,South Bangalore,Ice Cream,3.1,100.0
Taste Me,HSR,Mithai,0.0,300.0
Igloo Shakez & Bytez,HSR,"Beverages, Fast Food, Desserts",3.1,300.0
Ella,HSR,Desserts,0.0,200.0
Royal Bakes,Koramangala 1st Block,Bakery,0.0,200.0
Oven Fresh,Sarjapur Road,"Bakery, Fast Food",0.0,600.0
Hammered,HSR,"North Indian, South Indian, Continental, Asian",0.0,1200.0
TBC Sky Lounge,HSR,"Continental, Asian, Italian, North Indian",4.7,1000.0
Hangover,HSR,"Asian, Continental, Finger Food",4.3,1500.0
House Of Commons,HSR,"Continental, Asian, North Indian",4.7,1000.0
Vanilla Sky,HSR,"Chinese, Continental, North Indian, Finger Food",4.6,1200.0
Baar Union,HSR,"Continental, Finger Food, Asian, Chinese",4.6,850.0
Cirkus,HSR,"North Indian, Continental, Fast Food, Beverages, Pizza",4.3,1400.0
Safe House,HSR,"Continental, North Indian, Chinese, Finger Food",4.1,900.0
Indigo X II P,HSR,"Finger Food, Continental, Pizza, Asian, North Indian",0.0,1250.0
